origin,destination,days_to_departure,time_of_day,user_type,weather_score,is_holiday,competitor_price,time_of_day_encoded,user_type_encoded,price
BOM,MAA,5,Night,Business,0.8598983200077072,0,4724,3,1,10820
DEL,BOM,75,Night,Leisure,1.157521067232412,0,7887,3,0,12012
BOM,DEL,79,Afternoon,Business,0.8540880886103435,0,5889,1,1,6642
HYD,MAA,72,Afternoon,Business,0.9677573510859392,0,4514,1,1,6023
HYD,DEL,83,Evening,Leisure,1.116873399159271,0,9229,2,0,11065
MAA,BOM,87,Morning,Business,0.7477697507964626,0,8835,0,1,6783
MAA,BLR,27,Morning,Business,1.0567290295669944,0,9255,0,1,22234
HYD,HYD,40,Morning,Leisure,1.0536258235888702,0,8180,0,0,16047
HYD,DEL,26,Morning,Leisure,1.1105372265328153,0,5526,0,0,14306
HYD,BOM,27,Morning,Business,0.9219568571833952,0,7213,0,1,16529
BOM,MAA,62,Evening,Leisure,0.9693878644383038,0,4992,2,0,7779
HYD,DEL,83,Night,Business,0.8979815883668162,0,7622,3,1,7603
BLR,DEL,50,Evening,Business,1.1849009483132655,0,5200,2,1,10717
DEL,HYD,42,Evening,Business,0.7783664560216794,0,3954,2,1,6552
HYD,BOM,29,Evening,Business,1.277772372145198,0,4417,2,1,13460
DEL,BLR,39,Night,Business,1.0809016935875304,0,3513,3,1,7627
BOM,MAA,60,Evening,Leisure,1.2321440346353056,0,7874,2,0,15067
DEL,BOM,41,Evening,Leisure,0.9557388749588586,0,3989,2,0,7866
BOM,MAA,33,Night,Business,0.899367442235198,0,4484,3,1,8309
BLR,DEL,83,Evening,Leisure,1.2404354860743902,0,4460,2,0,5826
BOM,HYD,83,Morning,Leisure,0.7593238173257817,1,5282,0,0,5278
BOM,HYD,16,Afternoon,Business,0.7702643389031667,1,9483,1,1,21452
MAA,BLR,23,Evening,Leisure,0.8796080658908064,0,5369,2,0,10510
HYD,HYD,7,Afternoon,Leisure,1.2758649890597913,1,6804,1,0,26140
HYD,DEL,26,Evening,Business,1.0798411659190643,0,9192,2,1,20395
BLR,BLR,12,Evening,Business,1.0325162179692389,0,6144,2,1,16665
BLR,BOM,72,Morning,Business,1.1232138018132525,1,8858,0,1,16609
HYD,HYD,5,Night,Business,0.9504847336468998,1,7845,3,1,22651
MAA,BLR,69,Afternoon,Business,1.1548441008524795,1,9202,1,1,19714
HYD,DEL,49,Night,Business,0.9359384187837265,0,8335,3,1,13941
MAA,MAA,26,Morning,Business,1.1958179109138787,0,7168,0,1,17688
BLR,MAA,5,Morning,Leisure,0.8603770492459026,0,7901,0,0,17325
DEL,DEL,22,Afternoon,Business,0.8665279955788145,0,9402,1,1,19965
BLR,DEL,79,Night,Leisure,1.0134299832560412,0,5325,3,0,6190
BLR,MAA,13,Morning,Leisure,0.958456695017041,1,6807,0,0,18111
BOM,BLR,28,Evening,Business,1.0888695065708172,0,6862,2,1,17130
BOM,MAA,33,Evening,Leisure,0.9185744528041474,0,6610,2,0,13041
BOM,DEL,23,Evening,Leisure,0.83833038944222,0,6265,2,0,12932
BOM,HYD,18,Night,Leisure,0.9818851377297406,0,7778,3,0,19650
MAA,BOM,30,Evening,Business,1.0365738996982876,0,7270,2,1,18104
HYD,HYD,26,Evening,Leisure,0.7855600322978142,1,6192,2,0,12129
DEL,HYD,16,Morning,Leisure,1.0340311754398992,0,3529,0,0,8215
BLR,DEL,77,Morning,Business,0.8915540231487381,0,9007,0,1,11103
MAA,MAA,39,Evening,Leisure,0.9354711309211048,1,4266,2,0,9953
DEL,BLR,33,Evening,Leisure,0.8675908774379687,1,4114,2,0,9560
MAA,HYD,26,Morning,Leisure,1.258846196675836,1,4504,0,0,14260
MAA,MAA,48,Afternoon,Leisure,1.1100017687681283,1,5621,1,0,12591
BLR,BLR,65,Night,Leisure,0.8574761868404099,0,6626,3,0,7943
HYD,HYD,38,Night,Business,1.08701880073117,1,6509,3,1,17068
BOM,BLR,2,Morning,Leisure,1.2091434457492278,0,7319,0,0,22520
HYD,MAA,6,Night,Business,0.9409781249996612,0,3523,3,1,8789
BLR,BOM,46,Morning,Leisure,1.1979745054937094,0,7559,0,0,17233
BLR,MAA,50,Morning,Business,0.7926489666039954,0,6593,0,1,8466
BLR,DEL,38,Morning,Business,1.193668818919701,0,8651,0,1,19440
DEL,BLR,88,Morning,Business,1.0241765456034198,0,6410,0,1,6657
HYD,BOM,18,Afternoon,Leisure,0.8337846928059892,0,5470,1,0,10134
HYD,BLR,27,Evening,Leisure,0.9442848307335469,0,5038,2,0,9963
MAA,BLR,41,Evening,Leisure,1.29279579546797,1,6641,2,0,19304
MAA,HYD,72,Afternoon,Leisure,1.1701336099854558,0,8267,1,0,12970
MAA,DEL,74,Night,Leisure,1.0450518168310692,0,7469,3,0,10745
BLR,BLR,17,Night,Business,0.7690983471427153,1,6424,3,1,13513
HYD,MAA,62,Evening,Business,0.9506869497409001,0,4070,2,1,6323
BLR,MAA,29,Night,Business,0.8578309084071624,0,8359,3,1,17049
DEL,HYD,58,Evening,Leisure,0.7426006477032341,0,4742,2,0,5950
MAA,DEL,70,Evening,Leisure,1.025322633231589,0,4212,2,0,5494
BLR,DEL,78,Afternoon,Business,1.2335114199045258,1,8362,1,1,15165
BLR,MAA,22,Night,Leisure,1.105359920904475,1,9378,3,0,30296
DEL,BOM,6,Afternoon,Leisure,0.8498082327883067,0,4793,1,0,11960
BOM,HYD,26,Evening,Business,1.0441507641722736,0,6366,2,1,16524
HYD,HYD,39,Evening,Business,1.2659405700081814,0,5174,2,1,12954
BOM,MAA,12,Evening,Leisure,1.1337490317537613,0,7163,2,0,21271
MAA,MAA,14,Morning,Leisure,1.1136843396440583,0,9087,0,0,27495
BLR,BOM,22,Morning,Business,1.2808948997365097,0,4859,0,1,15660
DEL,BOM,51,Morning,Leisure,1.1793239867104148,0,4135,0,0,8644
DEL,DEL,23,Afternoon,Business,0.7819741258592512,0,4709,1,1,8205
HYD,HYD,48,Evening,Business,0.9085810521857208,0,6112,2,1,9476
BOM,HYD,71,Night,Business,1.2790844204426117,0,9287,3,1,16353
HYD,MAA,50,Afternoon,Leisure,0.9938232365187987,1,4797,1,0,10756
BLR,DEL,89,Afternoon,Business,0.7669824671927112,0,3857,1,1,3300
HYD,HYD,13,Afternoon,Business,0.9751629278034051,0,9266,1,1,24611
DEL,DEL,85,Night,Leisure,1.1181959404424804,0,8602,3,0,9954
DEL,DEL,10,Evening,Business,1.2985289330087446,0,3740,2,1,13181
MAA,MAA,55,Morning,Leisure,0.8943431899379211,0,6104,0,0,8888
MAA,DEL,9,Evening,Leisure,1.0084521249275642,0,7564,2,0,20718
BLR,BOM,79,Evening,Leisure,1.2278084227898765,0,5326,2,0,8242
BOM,BOM,52,Afternoon,Business,0.9131603308344001,0,7058,1,1,10827
HYD,BLR,2,Afternoon,Business,0.7655569339545143,1,7360,1,1,17670
BLR,MAA,25,Afternoon,Leisure,1.2693615250009025,1,8860,1,0,28581
MAA,BLR,13,Morning,Leisure,0.9930644840281,0,7751,0,0,17793
HYD,BOM,51,Morning,Leisure,1.0016702264631832,1,7947,0,0,18222
MAA,BLR,58,Morning,Business,1.0727200867625093,0,7639,0,1,12229
HYD,MAA,34,Evening,Leisure,0.7021219742219347,1,3637,2,0,5962
BOM,MAA,35,Afternoon,Leisure,1.2586787053413095,0,7234,1,0,18122
BLR,DEL,3,Night,Leisure,0.916870650864725,0,5467,3,0,14799
HYD,HYD,59,Evening,Business,0.9381591174306092,0,8349,2,1,12264
DEL,DEL,70,Morning,Leisure,0.804465548519941,1,3642,0,0,4618
DEL,MAA,48,Night,Business,0.9268909679754767,0,9442,3,1,16797
HYD,BOM,64,Night,Business,1.1823661184656313,0,7133,3,1,12355
HYD,BOM,19,Afternoon,Leisure,1.1799950035333209,1,6059,1,0,20070
HYD,DEL,67,Night,Leisure,1.2614781045372716,1,7657,3,0,17731
DEL,MAA,82,Morning,Leisure,0.9419376836084774,0,9186,0,0,9538
DEL,BOM,73,Afternoon,Business,1.1252329022491505,0,9042,1,1,14715
HYD,MAA,76,Night,Business,1.0043425331245341,0,9015,3,1,11731
MAA,BOM,5,Afternoon,Business,1.1824136737114785,0,5519,1,1,17752
MAA,MAA,67,Night,Leisure,1.1275252054797982,0,6349,3,0,9959
BOM,BLR,11,Evening,Business,0.9207417551717654,0,4692,2,1,11892
BLR,MAA,68,Evening,Leisure,0.9020043005522155,0,5813,2,0,7660
MAA,MAA,69,Morning,Leisure,0.8514654778167805,0,5855,0,0,6591
DEL,DEL,1,Evening,Leisure,1.0459094742931827,0,6006,2,0,16437
MAA,BLR,63,Evening,Business,1.2783057109563156,0,3833,2,1,7497
BOM,HYD,29,Evening,Business,0.8200400425705395,0,6062,2,1,11653
BOM,DEL,82,Night,Business,0.7571514729425951,0,6220,3,1,5942
BLR,HYD,12,Night,Leisure,0.7716403852457882,0,5938,3,0,12113
MAA,BOM,77,Afternoon,Business,1.16985920575009,0,5295,1,1,7814
DEL,HYD,41,Night,Business,0.9100628825707382,0,3753,3,1,6425
DEL,MAA,2,Evening,Leisure,0.8346200966154278,0,7157,2,0,17056
HYD,HYD,37,Night,Leisure,0.9117064710241001,0,4923,3,0,10137
DEL,DEL,45,Morning,Business,1.087198487697713,0,6737,0,1,13850
BLR,DEL,80,Afternoon,Leisure,1.0280722748969702,0,6831,1,0,7857
BLR,HYD,48,Afternoon,Business,1.1461536439127356,0,4527,1,1,8789
DEL,DEL,24,Night,Leisure,0.9034444890890658,1,5666,3,0,13593
DEL,DEL,22,Evening,Leisure,0.9712171440788112,0,8591,2,0,19964
HYD,HYD,11,Afternoon,Business,0.7611810213777541,0,7494,1,1,16032
DEL,BLR,58,Morning,Leisure,0.7438351876196688,0,3969,0,0,4647
HYD,BLR,46,Morning,Leisure,0.9773531457064603,1,9089,0,0,19260
HYD,BOM,29,Afternoon,Leisure,0.8809579644675541,0,9483,1,0,18476
DEL,DEL,35,Evening,Business,1.0676803432816784,0,9119,2,1,22157
BOM,HYD,15,Evening,Leisure,0.7258012992667431,0,4593,2,0,8199
BOM,DEL,60,Night,Leisure,0.7730598265597393,0,8289,3,0,9685
HYD,MAA,42,Night,Business,1.219114486663837,0,6412,3,1,14288
DEL,DEL,43,Afternoon,Business,1.0397869729114628,0,8989,1,1,17976
BOM,DEL,80,Night,Leisure,1.1272327202147363,1,3680,3,0,6332
DEL,BLR,74,Night,Leisure,1.2051832712243775,1,7567,3,0,13842
DEL,HYD,49,Night,Leisure,0.9783006057700313,0,6576,3,0,11737
DEL,DEL,64,Morning,Business,1.1566362303804856,1,4720,0,1,10162
MAA,BLR,32,Night,Leisure,1.0147513474441145,0,7642,3,0,16584
DEL,BOM,64,Afternoon,Business,0.8336492621642223,0,7123,1,1,8469
MAA,BLR,2,Evening,Business,0.9025937012805637,0,8229,2,1,22228
HYD,BLR,24,Night,Leisure,0.9942102646333966,0,8759,3,0,20467
BOM,BLR,87,Evening,Leisure,0.8901313313033624,0,9284,2,0,9161
BOM,DEL,66,Night,Business,0.901316614809939,0,5063,3,1,6937
BOM,DEL,38,Afternoon,Leisure,0.9024356987492599,1,9046,1,0,21974
BOM,BOM,31,Morning,Leisure,0.7737039873142625,0,8184,0,0,13683
BOM,MAA,26,Afternoon,Business,0.7507855643273508,0,7132,1,1,12025
BOM,MAA,29,Morning,Leisure,0.7278976238147825,0,9473,0,0,14879
BOM,MAA,67,Night,Business,0.766573756620602,0,5857,3,1,6373
HYD,BOM,78,Night,Leisure,0.9062242552813708,0,5062,3,0,5433
DEL,MAA,25,Morning,Business,1.0563230834698343,0,8435,0,1,22463
BLR,MAA,48,Afternoon,Business,0.8128881563256454,0,4913,1,1,7893
MAA,BLR,65,Afternoon,Leisure,1.2328053076015828,0,6006,1,0,10699
BLR,DEL,53,Morning,Business,1.1850294587436696,0,8328,0,1,16503
BLR,DEL,67,Night,Business,1.0123162676854982,0,4517,3,1,6146
DEL,BLR,18,Morning,Leisure,1.134525898488016,1,7154,0,0,25556
DEL,BLR,9,Night,Leisure,0.9197971148192551,0,9050,3,0,21249
DEL,BLR,38,Morning,Leisure,0.7220666756398539,0,4257,0,0,6361
BOM,DEL,87,Night,Business,1.242599708519524,0,7279,3,1,10355
HYD,MAA,21,Morning,Business,0.7766760929546932,0,4120,0,1,7475
BOM,BLR,65,Evening,Business,1.2687624078277908,0,5388,2,1,10883
HYD,BOM,21,Night,Leisure,1.043129552959666,0,7084,3,0,17341
HYD,BLR,27,Afternoon,Business,0.8833378366128579,0,3681,1,1,7643
BLR,HYD,70,Morning,Business,0.9973147739871068,0,6228,0,1,8576
BLR,BLR,44,Afternoon,Leisure,1.0009778853538565,0,5795,1,0,10898
HYD,DEL,28,Morning,Business,0.7139722476655491,0,6167,0,1,10830
HYD,BLR,45,Afternoon,Leisure,0.9132759111304831,0,8916,1,0,15818
BOM,HYD,17,Afternoon,Leisure,1.1439194797257506,1,5299,1,0,17419
BOM,BOM,40,Morning,Leisure,1.0060415133704248,1,8921,0,0,20496
BLR,MAA,3,Morning,Business,0.8465380702057506,0,4999,0,1,10527
DEL,BLR,76,Afternoon,Business,0.9010659160221663,0,8543,1,1,10260
HYD,HYD,76,Afternoon,Business,1.2178326358695695,1,8971,1,1,16352
BOM,HYD,66,Afternoon,Leisure,1.0153298020901378,0,4484,1,0,7170
BLR,BOM,46,Night,Leisure,1.0170112735307417,1,7053,3,0,15741
BOM,DEL,86,Night,Leisure,1.2768804754306062,0,5864,3,0,7881
HYD,BLR,87,Evening,Business,0.892528839421986,1,9016,2,1,10807
HYD,HYD,30,Night,Business,0.987724675063737,1,6805,3,1,17707
MAA,BOM,69,Night,Business,1.1870281586325004,0,5715,3,1,10374
DEL,MAA,9,Morning,Business,1.1553473493322177,0,6290,0,1,19383
MAA,HYD,85,Evening,Business,0.8594796531572035,0,3625,2,1,3249
BLR,BOM,11,Evening,Leisure,0.7906546285632314,0,6120,2,0,12654
BOM,DEL,69,Night,Business,1.120422745712421,0,7715,3,1,11056
BLR,DEL,66,Morning,Leisure,0.8545937060843168,0,4951,0,0,6027
HYD,HYD,88,Morning,Leisure,1.2536054971145447,0,4508,0,0,5534
MAA,HYD,31,Evening,Business,0.7775486163935357,0,4713,2,1,8235
MAA,BLR,33,Morning,Leisure,0.890989120080866,1,7204,0,0,15283
MAA,BOM,39,Afternoon,Business,0.7328723481549482,0,9047,1,1,12830
BLR,HYD,46,Night,Business,1.1219831841180268,0,6630,3,1,13513
HYD,BLR,37,Afternoon,Leisure,1.234757589349239,0,4196,1,0,9612
BOM,BLR,60,Evening,Business,1.0815247163986041,0,5770,2,1,9079
BOM,HYD,31,Evening,Business,1.2626518093068904,0,5015,2,1,13282
BLR,DEL,11,Morning,Leisure,0.7771023871007258,1,4534,0,0,10302
MAA,BOM,87,Morning,Leisure,0.7526403563576193,0,6340,0,0,4670
DEL,BOM,2,Evening,Leisure,1.2030476387004225,0,5035,2,0,15561
BLR,DEL,27,Evening,Leisure,1.2133067052319046,0,4313,2,0,12620
BLR,HYD,2,Afternoon,Leisure,1.198623716264277,0,3809,1,0,13062
HYD,BOM,21,Afternoon,Leisure,1.1793789415202474,1,4511,1,0,15146
BOM,HYD,58,Morning,Business,0.9173370183631961,0,8653,0,1,14082
BLR,HYD,5,Afternoon,Business,0.8304772501548326,0,4518,1,1,9177
BLR,BLR,52,Morning,Business,1.257282411998674,0,6911,0,1,14818
MAA,DEL,45,Morning,Leisure,0.8842001097090004,1,7218,0,0,15492
MAA,HYD,85,Night,Business,0.9390446092984193,0,8420,3,1,8920
DEL,MAA,20,Morning,Leisure,1.11973537567098,1,7310,0,0,25844
HYD,DEL,61,Afternoon,Business,0.8760136479963926,0,5544,1,1,8355
DEL,BOM,38,Evening,Leisure,1.1914781329366009,0,4616,2,0,10479
MAA,BLR,20,Evening,Business,0.7420207741790688,0,8223,2,1,16026
BOM,BOM,25,Afternoon,Leisure,1.1747096004333608,0,4656,1,0,13700
MAA,BOM,2,Evening,Leisure,1.0611107935706825,0,4488,2,0,12811
HYD,DEL,32,Morning,Leisure,1.0437961864681558,0,5966,0,0,14749
MAA,BOM,26,Evening,Leisure,0.9750262234831963,0,9087,2,0,18325
HYD,HYD,70,Afternoon,Business,0.8662273577700534,1,5328,1,1,8002
HYD,BOM,41,Evening,Business,0.978442171258742,0,5577,2,1,10299
HYD,BLR,67,Morning,Leisure,0.9700171072112124,0,5845,0,0,7664
HYD,BLR,1,Morning,Leisure,1.050252513269842,0,4584,0,0,13591
HYD,MAA,51,Afternoon,Leisure,0.8689445715133182,0,6005,1,0,8928
BOM,BLR,5,Afternoon,Business,0.7465573491856894,0,7544,1,1,15713
DEL,BOM,13,Afternoon,Leisure,0.787053667983483,0,5851,1,0,11790
BLR,BLR,19,Night,Leisure,1.1195064588769437,0,6505,3,0,17244
DEL,DEL,12,Night,Business,0.7134953977813242,0,7935,3,1,13571
HYD,BLR,48,Morning,Leisure,1.213865826787258,0,5995,0,0,13661
BOM,HYD,25,Night,Leisure,1.116638396487948,1,9455,3,0,31058
MAA,DEL,57,Night,Business,1.1608519247846298,0,8921,3,1,17534
BOM,MAA,35,Evening,Leisure,1.201590669456085,0,3576,2,0,9222
HYD,HYD,76,Night,Leisure,0.7736262663581086,0,9252,3,0,9183
BOM,BOM,5,Evening,Business,1.1934706545820397,0,6062,2,1,19097
BOM,BOM,22,Afternoon,Leisure,1.0027854625954338,0,5072,1,0,11901
HYD,BOM,77,Evening,Business,1.2313143032519183,0,7687,2,1,13093
BOM,HYD,57,Evening,Leisure,1.2319519606362062,1,9470,2,0,24400
BLR,HYD,47,Afternoon,Leisure,0.7145068262525021,1,8061,1,0,12676
BLR,HYD,54,Afternoon,Leisure,0.9297191292901233,0,7170,1,0,11367
BOM,DEL,3,Morning,Leisure,1.015839277519164,0,6611,0,0,18399
MAA,DEL,53,Morning,Leisure,1.1070160538697411,0,6237,0,0,12396
HYD,BOM,84,Morning,Business,0.8717117480104803,0,4852,0,1,4704
BLR,BLR,31,Morning,Leisure,0.8512853563987913,0,8904,0,0,17139
MAA,BOM,69,Evening,Leisure,0.9287594314534283,1,4446,2,0,6795
BOM,MAA,88,Evening,Business,1.0005632150499366,0,8149,2,1,8328
MAA,DEL,33,Morning,Business,1.270687738843248,0,7368,0,1,21494
DEL,HYD,72,Night,Leisure,1.1572650800184625,1,6637,3,0,12106
BLR,DEL,88,Morning,Business,0.9575927001626232,0,6986,0,1,7603
BOM,HYD,50,Night,Leisure,0.7326197070641102,0,7687,3,0,9473
HYD,MAA,84,Afternoon,Business,0.8011123552862556,0,4502,1,1,3830
BOM,MAA,16,Evening,Business,0.9735546545916502,0,7963,2,1,19086
HYD,DEL,76,Evening,Leisure,1.1882955400592226,0,4319,2,0,6960
BOM,HYD,77,Night,Business,0.9284173214064063,0,3922,3,1,4800
MAA,MAA,39,Morning,Leisure,1.0230979904470359,0,4071,0,0,7865
MAA,BOM,89,Evening,Business,1.2350829316510614,1,6409,2,1,9178
MAA,BOM,46,Night,Business,1.2482777556559774,0,8859,3,1,21102
DEL,HYD,88,Afternoon,Business,0.8294649978656136,0,8030,1,1,6643
HYD,DEL,47,Afternoon,Leisure,0.7261569530755566,0,4923,1,0,6545
MAA,MAA,44,Evening,Leisure,0.8832463185829089,0,5133,2,0,8681
DEL,DEL,9,Morning,Business,1.117481388895468,0,5253,0,1,15669
HYD,BOM,87,Night,Leisure,1.27066732058576,1,3967,3,0,6092
BOM,MAA,50,Evening,Leisure,0.7462191999904683,1,8789,2,0,13211
DEL,DEL,77,Afternoon,Leisure,0.7170902863295628,0,9438,1,0,8354
BLR,BLR,60,Morning,Business,1.2304883277914331,1,8387,0,1,18158
DEL,HYD,15,Night,Leisure,1.1488871614618847,0,6422,3,0,18544
DEL,HYD,36,Evening,Business,1.2953491474933452,0,5803,2,1,16697
HYD,BLR,63,Night,Business,0.938075728879392,0,5206,3,1,6947
BOM,BOM,69,Morning,Business,0.9496305430820616,1,3572,0,1,5332
BLR,MAA,86,Morning,Business,0.8033871023784698,0,3646,0,1,2897
MAA,HYD,80,Afternoon,Business,0.7695082915584031,0,3816,1,1,3768
MAA,BLR,41,Morning,Leisure,1.047230806354143,0,4105,0,0,7797
DEL,BLR,74,Evening,Leisure,0.9185710007768995,0,4074,2,0,5417
HYD,BOM,24,Night,Business,0.748189868767147,0,4677,3,1,7888
HYD,BOM,82,Morning,Leisure,1.2321922417139919,0,6826,0,0,9422
MAA,DEL,49,Morning,Leisure,0.8190138809495998,0,6922,0,0,9475
BLR,HYD,18,Evening,Leisure,1.1491506082021197,0,6094,2,0,17379
BOM,DEL,7,Night,Leisure,0.8693371576708666,0,6382,3,0,15011
BLR,BLR,4,Night,Leisure,1.1877428984516794,1,3811,3,0,14756
BOM,MAA,69,Afternoon,Leisure,0.7710381048565924,0,6355,1,0,6694
MAA,MAA,60,Afternoon,Leisure,1.153642966133057,0,4264,1,0,7663
BOM,BOM,55,Night,Business,0.7588713243403075,0,6495,3,1,8078
HYD,MAA,16,Evening,Business,0.968149472714166,0,6700,2,1,15849
DEL,MAA,82,Evening,Business,1.1404026103597626,1,3935,2,1,6048
DEL,MAA,29,Afternoon,Leisure,0.8039310287121403,0,6851,1,0,12656
MAA,BLR,23,Morning,Leisure,0.8713989933080337,0,7953,0,0,15554
HYD,MAA,14,Evening,Business,1.2188601952553186,1,6477,2,1,23160
BLR,MAA,79,Morning,Leisure,1.2310715925445876,1,6430,0,0,11439
HYD,MAA,49,Evening,Leisure,0.7269612714716357,0,5799,2,0,6911
DEL,DEL,33,Night,Business,0.8008543512117852,0,3634,3,1,6218
DEL,BLR,25,Afternoon,Business,0.7704831641637153,0,7414,1,1,12496
HYD,BOM,21,Morning,Business,0.8078158567907818,0,8118,0,1,14222
HYD,DEL,17,Morning,Leisure,1.2821126345837635,1,4303,0,0,17624
DEL,HYD,23,Night,Leisure,1.0309931492742739,0,6207,3,0,14442
BLR,BLR,57,Evening,Leisure,0.9808674342729561,0,5866,2,0,9410
MAA,BLR,81,Morning,Business,1.2906804238555698,0,7675,0,1,12454
MAA,HYD,58,Evening,Business,1.0341736779164412,0,6762,2,1,10704
HYD,HYD,14,Night,Leisure,1.0966707564073148,0,4976,3,0,14715
MAA,HYD,20,Afternoon,Business,0.8996623276295082,0,6915,1,1,14159
DEL,BOM,30,Morning,Business,0.9292689187057112,0,5961,0,1,12403
DEL,MAA,19,Evening,Leisure,1.056645630285444,0,7442,2,0,19736
HYD,BLR,53,Morning,Business,0.7418714704002788,0,5540,0,1,7730
HYD,MAA,56,Evening,Business,0.8535297316268651,1,7963,2,1,13997
HYD,MAA,77,Evening,Business,0.8180870496761843,1,4506,2,1,5521
BLR,HYD,82,Evening,Leisure,0.7095360358840022,0,4492,2,0,3750
MAA,BOM,23,Night,Leisure,1.0221407623122531,0,8191,3,0,18423
HYD,DEL,62,Afternoon,Business,1.0366317037143276,0,5396,1,1,9056
BOM,BOM,33,Morning,Leisure,0.9303635338223554,0,6565,0,0,12252
BOM,MAA,18,Afternoon,Leisure,0.8612364816788745,1,6248,1,0,15935
DEL,BOM,73,Evening,Leisure,1.091235925596775,0,8640,2,0,13006
MAA,HYD,33,Evening,Business,0.7807954968306741,0,6161,2,1,11115
HYD,DEL,32,Afternoon,Leisure,1.0111690189812004,1,6478,1,0,16809
BOM,HYD,61,Afternoon,Business,1.160844391486372,0,5323,1,1,10300
MAA,DEL,54,Morning,Business,0.7985787903714834,0,6907,0,1,8856
DEL,MAA,17,Evening,Leisure,1.1519557231574913,1,8006,2,0,25352
BLR,DEL,19,Afternoon,Business,1.1564767054920388,0,7982,1,1,22449
MAA,DEL,70,Night,Leisure,0.7359559889382729,0,5248,3,0,5511
MAA,DEL,34,Evening,Leisure,0.7112705956523091,0,8617,2,0,13337
BLR,BOM,84,Evening,Business,1.284361243592917,0,6161,2,1,9297
MAA,BOM,25,Morning,Business,0.8160295956992949,0,3518,0,1,6332
DEL,MAA,68,Night,Leisure,1.1932835254600618,0,6858,3,0,12073
DEL,DEL,74,Morning,Leisure,1.0371103918271791,0,3775,0,0,4845
BLR,BLR,74,Night,Leisure,0.858683294522198,0,7578,3,0,8106
HYD,MAA,88,Morning,Leisure,0.7779822619712875,0,8254,0,0,6100
BOM,DEL,85,Night,Business,0.9980063641466366,0,6445,3,1,7424
HYD,DEL,11,Night,Business,0.9444128869776699,1,8147,3,1,23854
MAA,BOM,16,Night,Business,1.1193316510702407,0,8274,3,1,21765
BOM,MAA,61,Afternoon,Leisure,1.2425011297286361,0,8198,1,0,16274
BLR,DEL,80,Evening,Business,1.183148852178063,0,3864,2,1,5326
BLR,DEL,7,Night,Business,0.8646712301228872,1,5473,3,1,16124
BOM,MAA,16,Afternoon,Business,1.2273599310713834,0,4294,1,1,13143
DEL,BLR,16,Afternoon,Business,1.2000347884627625,0,8954,1,1,24141
BOM,MAA,40,Morning,Leisure,1.257481740233061,0,9370,0,0,25851
MAA,MAA,12,Evening,Business,0.9751964926227926,0,4089,2,1,9339
DEL,BLR,35,Evening,Business,1.161145103445639,0,7794,2,1,19749
BLR,MAA,21,Morning,Business,1.0549948393142023,0,7813,0,1,19371
BOM,DEL,50,Evening,Business,0.88630165152969,1,4240,2,1,7710
HYD,MAA,43,Morning,Leisure,1.296658601525658,0,8245,0,0,21472
HYD,BLR,17,Afternoon,Leisure,0.7229844801037968,1,5694,1,0,11243
MAA,HYD,32,Afternoon,Business,0.7973635435354448,1,4169,1,1,9233
HYD,MAA,41,Night,Leisure,1.235525417519137,1,4937,3,0,13770
BOM,BOM,6,Morning,Leisure,0.7363377060475801,1,8260,0,0,19018
BOM,DEL,88,Afternoon,Leisure,1.2320924004061131,1,4355,1,0,6874
HYD,DEL,27,Afternoon,Leisure,1.1291328856349205,0,5877,1,0,13500
BOM,BOM,20,Morning,Business,0.7220104032367254,0,8490,0,1,14631
MAA,BOM,25,Afternoon,Leisure,0.9575920257125059,0,7533,1,0,17899
DEL,MAA,66,Evening,Leisure,1.1526828850013424,1,5393,2,0,11438
MAA,BOM,9,Afternoon,Business,1.0498601707784798,0,4686,1,1,12600
MAA,HYD,53,Morning,Business,1.2615227751786748,0,5342,0,1,12102
BOM,BLR,61,Evening,Business,1.2205864197472,0,3826,2,1,8022
DEL,BOM,38,Evening,Business,0.8995885812004876,1,6726,2,1,13887
BOM,BOM,3,Afternoon,Leisure,0.7507763173120542,0,5900,1,0,12214
BLR,HYD,84,Night,Business,1.2665542237873908,0,7778,3,1,10448
BOM,DEL,70,Evening,Leisure,1.010372060660756,0,8050,2,0,12193
BOM,DEL,55,Morning,Leisure,0.7446385746231691,0,9265,0,0,12246
BOM,MAA,1,Night,Business,1.1899453680155678,0,7601,3,1,26658
DEL,HYD,70,Night,Business,1.2211038824112346,0,7515,3,1,13985
BOM,BLR,45,Evening,Leisure,1.0836547841059425,0,8952,2,0,17444
DEL,BLR,47,Afternoon,Leisure,0.9685053794118039,1,7806,1,0,15351
HYD,HYD,79,Night,Business,1.0973038073941437,0,3550,3,1,4553
BLR,BLR,26,Afternoon,Business,1.1240102174230742,0,4968,1,1,12474
DEL,DEL,14,Evening,Business,1.2358179748515807,0,4509,2,1,14393
HYD,BLR,54,Morning,Leisure,1.273517008224843,0,7972,0,0,18501
DEL,BLR,71,Night,Leisure,1.0085925594345468,0,7057,3,0,9527
DEL,HYD,46,Morning,Business,1.1790967201159375,0,4574,0,1,10085
BLR,HYD,31,Afternoon,Leisure,1.278705733594993,1,3653,1,0,12917
MAA,BLR,88,Afternoon,Business,0.7907460028881795,0,4081,1,1,3171
MAA,BOM,59,Morning,Leisure,0.710960788965806,0,4287,0,0,4658
DEL,HYD,29,Evening,Leisure,1.2213782637089765,1,8386,2,0,27772
